Name,Site Name,Speciality 1,Speciality 2,Day Reg Planned Hrs,Day Reg Actual Hrs,Day Unreg Planned Hrs,Day Unreg Actual Hrs,Night Reg Planned Hrs,Night Reg Actual Hrs,Night Unreg Planned Hrs,Night Unreg Actual Hrs,Patient Count At Midnight,Missing Census Count,Division,Month,,,
N - Arethusa SAU,Medway NHS,-,,2199.5,2206.833333,1098.483333,963.4833333,1650,1639.666667,660,583,482,26,Planned,01/11/2021,,,
N - Acute Response Team (CCO),Medway NHS,-,,697,667,0,0,915,902,0,0,0,0,Planned,01/11/2021,,,
Medical Records,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Maxillofacial,Medway NHS,-,,747,708.75,1683,1267.333333,0,0,0,0,0,0,Planned,01/11/2021,,,
Maternity Managers Weekends & Lates,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Maternity Managers On Call,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Maternity Administration,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
MacMillan Social Work,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
M - Vascular Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
M - Urology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
M - T&O Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
M - Paediatric Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
M - Orthodontics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
M - Obs & Gynae Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
M - NICU Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
M - General Surgery On Call Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
M - ENT Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
M - Critical Care Medics,Medway NHS,-,,750,312.5,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
M - Colorectal Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
M - Breast Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
M - Anaesthetics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Looked After Children,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Gynaecology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
General Surgery Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Galton Day Unit Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
ENT Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Community Paediatric Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Colposcopy,Medway NHS,-,,1226.5,887,733.5,763,0,0,0,0,0,0,Planned,01/11/2021,,,
Co-ordinated Care Specialist Nurses,Medway NHS,-,,2863.5,1898.25,0,5.75,0,0,0,0,0,0,Planned,01/11/2021,,,
Children's Community Learning Disabilities Team,Medway NHS,-,,2040,142.5,165,143,0,0,0,0,0,0,Planned,01/11/2021,,,
Cancer Services CNS,Medway NHS,-,,2812,2921.333333,0,12,0,0,0,0,0,0,Planned,01/11/2021,,,
Cancer Services Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Audiology Dept,Medway NHS,-,,1838.5,1151.25,843.5,829.5,0,0,0,0,0,0,Planned,01/11/2021,,,
Anaesthetics & Pain Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
ACCP,Medway NHS,-,,1260,0,0,0,345,0,0,0,0,0,Planned,01/11/2021,,,
VTE Specialist Nurses,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Trust Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Therapies,Medway NHS,-,,"11,604.33","9,480.38",0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
The Typing Pool,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Stroke Nurses,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Standards and Practice,Medway NHS,-,,"1,567.00","1,255.12",232.5,155,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Senior Manager On Call,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Rheumatology CNS,Medway NHS,-,,520.5,258,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Rheumatology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Respiratory Team,Medway NHS,-,,997.5,823.75,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Respiratory Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Respiratory & Sleep Dept,Medway NHS,-,,"1,380.00","1,001.60",0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Rapid Testing Team,Medway NHS,-,,759.5,376.5,0,0,232.5,142.5,0,0,0,0,Unplanned,01/12/2021,,,
RACE Clinic,Medway NHS,-,,0,0,345,247.5,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Phlebotomy,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Pharmacy,Medway NHS,-,,"15,195.92","12,582.33",0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Patient Affairs Team,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Pathology Reception,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Pathology MGMT,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Osteoporosis Unit,Medway NHS,-,,607.5,418,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Nuclear Medicine Sci and Tech,Medway NHS,-,,"2,523.00","1,691.83",0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Neurology CNS,Medway NHS,-,,690,446.5,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Neurology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
N - Will Adams Ward,Medway NHS,-,,"1,551.23","1,293.25","1,590.00","1,254.23","1,012.00","1,134.00","1,353.00","1,280.00",564,11,Unplanned,01/12/2021,,,
N - Wakeley Ward,Medway NHS,-,,"1,591.00","1,226.00","1,202.50",815,"1,046.25","1,058.00","1,046.25",900,512,12,Unplanned,01/12/2021,,,
N - Tennyson Ward,Medway NHS,-,,"1,962.00","1,556.25","1,620.00","1,373.00","1,362.03","1,234.00","1,364.00","1,379.75",827,0,Unplanned,01/12/2021,,,
N - SDEC,Medway NHS,-,,"2,393.50","1,699.00","1,422.50","1,144.00",0,83.5,0,47,0,0,Unplanned,01/12/2021,,,
N - Sapphire Ward,Medway NHS,-,,"2,398.50","1,767.42","1,516.50",984.5,"1,705.00","1,499.50","1,023.00","1,092.00",204,23,Unplanned,01/12/2021,,,
N - PAHU Esc,Medway NHS,-,,770.5,520.17,771.5,449.95,671.48,523.33,678.5,411.63,0,0,Unplanned,01/12/2021,,,
N - Nuclear Medicine Nursing,Medway NHS,-,,562.5,346.5,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
N - Nelson Ward,Medway NHS,-,,"1,602.50","1,127.25","1,687.50","1,132.50","1,023.00",958.5,"1,364.00","1,144.25",630,5,Unplanned,01/12/2021,,,
N - Milton Ward,Medway NHS,-,,"2,031.00","1,336.00","1,603.75","1,236.67","1,395.00","1,203.83","1,383.75","1,225.75",789,0,Unplanned,01/12/2021,,,
N - McCulloch Ward,Medway NHS,-,,"2,376.00","1,828.75","1,596.00","1,140.00","2,185.50","1,739.50","1,457.00","1,233.75",324,22,Unplanned,01/12/2021,,,
N - Lister Assessment Unit,Medway NHS,-,,"2,969.00","1,591.00","1,601.23","1,296.75","1,742.25","1,319.25","1,046.25",992.25,80,32,Unplanned,01/12/2021,,,
N - Keats Ward,Medway NHS,-,,"1,581.00","1,298.33","1,623.50","1,183.00","1,023.00","1,144.50","1,364.00","1,063.33",48,38,Unplanned,01/12/2021,,,
N - Jade Escalation,Medway NHS,-,,"1,300.00",832,"1,885.50",889.75,"1,682.50",940.67,"1,062.00",944,165,28,Unplanned,01/12/2021,,,
N - Interventional Radiology Nursing,Medway NHS,-,,"1,395.25","1,064.75",0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
N - Imaging Clinical Support,Medway NHS,-,,175.75,12.5,"2,633.25","2,081.42",0,0,341,342,0,0,Unplanned,01/12/2021,,,
N - Harvey Ward,Medway NHS,-,,"2,024.95","1,339.20","1,589.47","1,315.22","1,395.00","1,200.00","1,046.25","1,136.00",692,3,Unplanned,01/12/2021,,,
N - Fit Tester Assessor Centre,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
N - Endoscopy,Medway NHS,-,,"3,242.00","2,601.20",622.5,708,0,0,0,0,0,0,Unplanned,01/12/2021,,,
N - Emergency Department (Paediatrics),Medway NHS,-,,"1,528.50","1,345.00",713,444,"1,068.00","1,132.00",356.5,310.5,0,0,Unplanned,01/12/2021,,,
N - Emergency Department (Nursing),Medway NHS,-,,"8,926.25","5,800.50","2,700.50","2,675.67","7,773.50","5,411.75","1,932.00","1,984.17",0,0,Unplanned,01/12/2021,,,
N - Emergency Department (ENP),Medway NHS,-,,"1,462.00",739.5,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
N - Emerald Ward,Medway NHS,-,,"1,617.50","1,093.83","1,635.00",969.5,"1,023.00",837.75,"1,022.00","1,045.00",424,3,Unplanned,01/12/2021,,,
N - Emerald AAU,Medway NHS,-,,"1,139.00","1,112.50",862.5,793.33,682,673,682,836,244,6,Unplanned,01/12/2021,,,
N - Dickens Ward,Medway NHS,-,,0,0,0,0,0,0,0,0,0,62,Unplanned,01/12/2021,,,
N - CDU,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
N - CCU,Medway NHS,-,,723.5,683.5,377.5,300,711,707.5,0,0,110,0,Unplanned,01/12/2021,,,
N - Cardiac Catheter Suite,Medway NHS,-,,"1,149.50","1,002.00",0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
N - Byron Ward,Medway NHS,-,,"1,547.50","1,405.58","1,596.00","1,179.50","1,046.25","1,136.25","1,045.25","1,271.75",795,1,Unplanned,01/12/2021,,,
N - Bronte Ward,Medway NHS,-,,"1,581.50","1,115.08","1,308.00",945.98,"1,023.00",995,682,682,472,3,Unplanned,01/12/2021,,,
N - ADL,Medway NHS,-,,768,720.75,813,738.08,0,23,0,0,0,0,Unplanned,01/12/2021,,,
MRI Team,Medway NHS,-,,"1,891.25","1,832.50",0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Mortuary,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Microbiology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Medicine Matrons and Senior Bleep,Medway NHS,-,,"1,821.00",609.33,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Medicine Management & Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Medical Infusion Suite,Medway NHS,-,,912,482.67,431,197.5,0,0,0,0,0,0,Unplanned,01/12/2021,,,
M - Pathology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
M - Imaging Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
M - Haematology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
M - Gen Med Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
M - Gen Med Consultants,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
M - ED Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
M - CHED Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
M - Acute Physicians Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Imaging Ultrasound,Medway NHS,-,,"1,905.00",890.33,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Imaging PACS,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Imaging Mgmt and Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Imaging Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Hospital at Home,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Haematology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Haematology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
General Imaging,Medway NHS,-,,"6,935.50","5,751.75",0,15,"1,110.00",979,0,0,0,0,Unplanned,01/12/2021,,,
Gastro CNS,Medway NHS,-,,540,504,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Gastro Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Frailty Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Frailty Nurses,Medway NHS,-,,"1,753.00","1,196.00",0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Endoscopy Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Emergency Department (Admin Staff),Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Elderly Care Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
ED Admin Ops,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Dietetics,Medway NHS,-,,"1,912.50","1,623.50",0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Diabetes Care Nurses,Medway NHS,-,,690,385.5,329.5,102.5,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Dermatology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Dermatology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
CT Suite,Medway NHS,-,,"1,986.50","1,444.72",0,0,353.5,349,0,0,0,0,Unplanned,01/12/2021,,,
Cardiorespiratory Staff,Medway NHS,-,,"2,493.00","1,653.92",0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Cardiology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Cardiac Nurse Specialists,Medway NHS,-,,"1,200.00",974.75,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Breast Unit,Medway NHS,-,,0,0,172.5,15.5,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Biochemistry,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Acute Medicine Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/12/2021,,,
Womens & Childrens Administration Team,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Vascular Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Urology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Theatres Support Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Theatre Receptionists,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Surgery MGMT Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Specialist Midwives,Medway NHS,-,,"1,671.50","1,717.08",0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Special Needs Nurseries,Medway NHS,-,,615,202.5,"1,042.50",282.75,0,0,0,0,0,0,Planned,01/12/2021,,,
School Nursing,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Resus Training Nurses,Medway NHS,-,,690,346.75,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
PSC Team 3,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
PSC Team 1,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
PSC Outpatient Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Pre Assessment,Medway NHS,-,,"1,750.00","1,059.50",784,499.25,0,0,0,0,0,0,Planned,01/12/2021,,,
Plaster Room,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Planned Care Senior Nurse & Bleep,Medway NHS,-,,173.5,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Paediatrics Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Paediatrics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Orthotics,Medway NHS,-,,172.5,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Orthopaedics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Orthodontics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Obstetric Theatre,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Not in Use: PSC Team 4,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
NICU Administration,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Victory Ward,Medway NHS,-,,"1,544.50","1,314.00",771,706.5,"1,364.00","1,115.50",682,803,436,5,Planned,01/12/2021,,,
N - The Birth Place,Medway NHS,-,,"1,100.50",946,366.83,284.67,"1,091.00",863.08,366.83,237.33,0,31,Planned,01/12/2021,,,
N - Team Connect,Medway NHS,-,,"1,209.00",895.5,184,60,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Swale Continuity - Team 1,Swale,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Sunderland Theatre,Medway NHS,-,,"4,386.98","2,783.48",878.5,579,0,0,0,0,0,0,Planned,01/12/2021,,,
N - SDCC,Medway NHS,-,,"2,513.00","1,602.75","1,399.50",829,"1,045.00","1,057.25",484,494,294,21,Planned,01/12/2021,,,
N - Recovery Theatre,Medway NHS,-,,"2,437.50","1,781.25",209.5,109.5,"1,038.50","1,038.00",0,0,0,0,Planned,01/12/2021,,,
N - Phoenix Ward,Medway NHS,-,,"2,307.00","1,639.62","1,568.48","1,664.98","1,991.00","1,625.98","1,364.00","1,323.83",894,0,Planned,01/12/2021,,,
N - Pembroke Ward,Medway NHS,-,,"1,926.00","1,669.50","1,965.98","1,493.48","1,705.00","1,562.00","1,364.00","1,297.00",694,5,Planned,01/12/2021,,,
N - Pearl Ward,Medway NHS,-,,"1,100.50","1,010.50",733.67,641.17,"1,100.50",944.5,357.25,261,0,0,Planned,01/12/2021,,,
N - Paediatrics Unit,Medway NHS,-,,"2,886.00","2,206.25",755.5,398.5,"2,139.00","1,453.25",356.5,403.25,301,1,Planned,01/12/2021,,,
N - Paediatric Magpie Play,Medway NHS,-,,0,0,412.5,157.83,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Outpatients,Medway NHS,-,,"2,678.25","2,306.75","6,278.92","4,665.15",0,0,0,0,0,0,Planned,01/12/2021,,,
N - Ocelot,Medway NHS,-,,"1,206.00",771.75,828,518.5,"1,023.00",671,682,594,251,5,Planned,01/12/2021,,,
N - NIPE,Medway NHS,-,,63,37.5,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
N - NICU Nursing,Medway NHS,-,,"4,355.50","3,539.75",0,0,"4,303.00","3,256.50",0,0,446,0,Planned,01/12/2021,,,
N - Maternity Care Unit and Antenatal Clinic,Medway NHS,-,,925.83,809.92,759.5,673.75,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Main Theatres,Medway NHS,-,,"8,546.25","6,566.25","6,214.00","3,930.25","2,449.50","2,357.25",979,958,0,0,Planned,01/12/2021,,,
N - Lawrence Ward,Medway NHS,-,,"1,447.00","1,272.70","1,159.00","1,066.67","1,046.25","1,001.75","1,046.25","1,012.67",426,2,Planned,01/12/2021,,,
N - Kingfisher Ward,Medway NHS,Gynaecology,,"1,622.00","1,210.50","1,163.50",929.5,"1,529.50","1,324.50",713,725,615,0,Planned,01/12/2021,,,
N - Kent Ward,Medway NHS,-,,"1,471.92","1,312.75",735,689,"1,100.50",796.92,733.67,618,0,0,Planned,01/12/2021,,,
N - ICU,Medway NHS,-,,"4,632.75","3,300.50",446.75,23.5,"4,335.00","2,979.25",337.5,112.5,244,9,Planned,01/12/2021,,,
N - General HDU,Medway NHS,-,,"3,261.75","1,739.83",819.5,410,"2,785.50","2,046.22",0,0,267,2,Planned,01/12/2021,,,
N - Galton Day Unit,Medway NHS,-,,"1,740.50","1,069.08","1,092.50",884.5,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Fetal Midwives,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
N - ENT Treatment Room,Medway NHS,-,,390,412.5,270,272.17,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Delivery Suite,Medway NHS,-,,"3,242.00","2,543.92",735.17,629.25,"3,609.17","2,664.83",733.67,558.17,0,31,Planned,01/12/2021,,,
N - Critical Care,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Continuing Care Paediatrics,Medway NHS,-,,"2,633.50",235.5,134.5,339,263.5,184.5,263.5,"1,260.50",0,0,Planned,01/12/2021,,,
N - Community Midwives - Swale,Medway NHS,-,,"1,547.50","1,408.17",175,135.5,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Community Midwives - Riverside,Medway NHS,-,,"1,477.00","1,169.33",272,92.5,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Community Midwives - Castle,Medway NHS,-,,"1,337.50","1,194.50",135,135,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Community Midwives - All Saints,Medway NHS,-,,"1,413.50","1,289.25",195.5,120,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Coast2,Medway NHS,-,,"1,370.50",725.5,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Childrens Diabetes,Medway NHS,-,,"1,255.50",702,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
N - Arethusa SAU,Medway NHS,-,,"2,303.50","2,021.00","1,217.78",965.12,"1,705.00","1,586.97",682,638,362,38,Planned,01/12/2021,,,
N - Acute Response Team (CCO),Medway NHS,-,,730.5,656.5,0,0,945.5,926.5,0,0,0,0,Planned,01/12/2021,,,
Medical Records,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Maxillofacial,Medway NHS,-,,792,553.5,"1,762.50",946.5,0,0,0,0,0,0,Planned,01/12/2021,,,
Maternity Managers Weekends & Lates,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Maternity Managers On Call,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Maternity Administration,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
MacMillan Social Work,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
M - Vascular Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
M - Urology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
M - T&O Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
M - Paediatric Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
M - Orthodontics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
M - Obs & Gynae Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
M - NICU Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
M - General Surgery On Call Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
M - ENT Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
M - Critical Care Medics,Medway NHS,-,,775,262.5,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
M - Colorectal Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
M - Breast Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
M - Anaesthetics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Looked After Children,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Gynaecology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
General Surgery Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Galton Day Unit Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
ENT Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Community Paediatric Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Colposcopy,Medway NHS,-,,"1,242.50",857,787,736,0,0,0,0,0,0,Planned,01/12/2021,,,
Co-ordinated Care Specialist Nurses,Medway NHS,-,,"2,984.50","1,731.17",0,72.5,0,0,0,0,0,0,Planned,01/12/2021,,,
Children's Community Learning Disabilities Team,Medway NHS,-,,"2,145.00",90,172.5,84.5,0,0,0,0,0,0,Planned,01/12/2021,,,
Cancer Services CNS,Medway NHS,-,,"2,932.00","2,503.38",0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Cancer Services Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
Audiology Dept,Medway NHS,-,,"1,903.00",988.75,860,685.75,0,0,0,0,0,0,Planned,01/12/2021,,,
Anaesthetics & Pain Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/12/2021,,,
ACCP,Medway NHS,-,,"1,302.00",0,0,0,356.5,0,0,0,0,0,Planned,01/12/2021,,,
